year,round,region_number,region_name,seed,team,score,seed_2,team_2,score_2
2001,1,3,East,5,Ohio St,68,12,Utah St,77
2001,1,3,East,6,USC,69,11,Oklahoma St,54
2001,1,3,East,7,Iowa,69,10,Creighton,56
2001,1,3,East,8,Georgia,68,9,Missouri,70
2001,1,4,West,1,Stanford,89,16,UNC Greensboro,60
2001,1,4,West,2,Iowa St,57,15,Hampton,58
2001,1,4,West,3,Maryland,83,14,George Mason,80
2001,1,4,West,4,Indiana,73,13,Kent St,77
2001,1,4,West,5,Cincinnati,84,12,BYU,59
2001,1,4,West,6,Wisconsin,49,11,Georgia St,50
2001,1,4,West,7,Arkansas,61,10,Georgetown,63
2001,1,4,West,8,Georgia Tech,62,9,St Josephs,66
2001,2,1,Midwest,1,Illinois,79,9,Charlotte,61
2001,2,1,Midwest,2,Arizona,73,10,Butler,52
2001,2,1,Midwest,3,Ole Miss,59,6,Notre Dame,56
2001,2,1,Midwest,4,Kansas,87,5,Syracuse,58
2001,2,2,South,1,Michigan St,81,9,Fresno St,65
2001,2,2,South,2,North Carolina,74,7,Penn St,82
2001,2,2,South,3,Florida,54,11,Temple,75
2001,2,2,South,13,Indiana St,68,12,Gonzaga,85
2001,2,3,East,1,Duke,94,9,Missouri,81
2001,2,3,East,2,Kentucky,92,7,Iowa,79
2001,2,3,East,3,Boston College,71,6,USC,74
2001,2,3,East,4,UCLA,75,12,Utah St,50
2001,2,4,West,1,Stanford,90,9,St Josephs,83
2001,2,4,West,15,Hampton,57,10,Georgetown,76
2001,2,4,West,3,Maryland,79,11,Georgia St,60
2001,2,4,West,13,Kent St,43,5,Cincinnati,66
2001,3,1,Midwest,1,Illinois,80,4,Kansas,64
2001,3,1,Midwest,2,Arizona,66,3,Ole Miss,56
2001,3,2,South,1,Michigan St,77,12,Gonzaga,62
2001,3,2,South,7,Penn St,72,11,Temple,84
2001,3,3,East,1,Duke,76,4,UCLA,63
2001,3,3,East,2,Kentucky,76,6,USC,80
2001,3,4,West,1,Stanford,78,5,Cincinnati,65
2001,3,4,West,10,Georgetown,66,3,Maryland,76
2001,4,1,Midwest,1,Illinois,81,2,Arizona,87
2001,4,2,South,1,Michigan St,69,11,Temple,62
2001,4,3,East,1,Duke,79,6,USC,69
2001,4,4,West,1,Stanford,73,3,Maryland,87
2001,5,1,Final Four,2,Arizona,80,1,Michigan St,61
2001,5,2,Final Four,1,Duke,95,3,Maryland,84
2001,6,1,Championship,2,Arizona,72,1,Duke,82
2002,1,1,South,1,Duke,84,16,Winthrop,37
2002,1,1,South,2,Alabama,86,15,Florida Atlantic,78
2002,1,1,South,3,Pittsburgh,71,14,Central Connecticut St,54
2002,1,1,South,4,USC,89,13,UNC Wilmington,93
2002,1,1,South,5,Indiana,75,12,Utah,56
2002,1,1,South,6,California,82,11,Pennsylvania,75
2002,1,1,South,7,Oklahoma St,61,10,Kent St,69
2002,1,1,South,8,Notre Dame,82,9,Charlotte,63
2002,1,2,West,1,Cincinnati,90,16,Boston University,52
2002,1,2,West,2,Oklahoma,71,15,Illinois Chicago,63
2002,1,2,West,3,Arizona,86,14,Santa Barbara,81
2002,1,2,West,4,Ohio St,69,13,Davidson,64
2002,1,2,West,5,Miami,80,12,Missouri,93
2002,1,2,West,6,Gonzaga,66,11,Wyoming,73
2002,1,2,West,7,Xavier,70,10,Hawaii,58
2002,1,2,West,8,UCLA,80,9,Ole Miss,58
2002,1,3,East,1,Maryland,85,16,Siena,70
2002,1,3,East,2,Connecticut,78,15,Hampton,67
2002,1,3,East,3,Georgia,85,14,Murray St,68
2002,1,3,East,4,Kentucky,83,13,Valparaiso,68
2002,1,3,East,5,Marquette,69,12,Tulsa,71
2002,1,3,East,6,Texas Tech,68,11,Southern Illinois,76
2002,1,3,East,7,NC State,69,10,Michigan St,58
2002,1,3,East,8,Wisconsin,80,9,St Johns,70
2002,1,4,Midwest,1,Kansas,70,16,Holy Cross,59
2002,1,4,Midwest,2,Oregon,81,15,Montana,62
2002,1,4,Midwest,3,Mississippi St,70,14,McNeese St,58
2002,1,4,Midwest,4,Illinois,93,13,San Diego St,64
2002,1,4,Midwest,5,Florida,82,12,Creighton,83
2002,1,4,Midwest,6,Texas,70,11,Boston College,57
2002,1,4,Midwest,7,Wake Forest,83,10,Pepperdine,74
2002,1,4,Midwest,8,Stanford,84,9,Western Kentucky,68
2002,2,1,South,1,Duke,84,8,Notre Dame,77
2002,2,1,South,2,Alabama,58,10,Kent St,71
2002,2,1,South,3,Pittsburgh,63,6,California,50
2002,2,1,South,13,UNC Wilmington,67,5,Indiana,76
2002,2,2,West,1,Cincinnati,101,8,UCLA,105
2002,2,2,West,2,Oklahoma,78,7,Xavier,65
2002,2,2,West,3,Arizona,68,11,Wyoming,60
2002,2,2,West,4,Ohio St,67,12,Missouri,83
2002,2,3,East,1,Maryland,87,8,Wisconsin,57
2002,2,3,East,2,Connecticut,77,7,NC State,74
2002,2,3,East,3,Georgia,75,11,Southern Illinois,77
2002,2,3,East,4,Kentucky,87,12,Tulsa,82
2002,2,4,Midwest,1,Kansas,86,8,Stanford,63
2002,2,4,Midwest,2,Oregon,92,7,Wake Forest,87
2002,2,4,Midwest,3,Mississippi St,64,6,Texas,68
2002,2,4,Midwest,4,Illinois,72,12,Creighton,60
2002,3,1,South,1,Duke,73,5,Indiana,74
2002,3,1,South,10,Kent St,78,3,Pittsburgh,73
2002,3,2,West,8,UCLA,73,12,Missouri,82
2002,3,2,West,2,Oklahoma,88,3,Arizona,67
2002,3,3,East,1,Maryland,78,4,Kentucky,68
2002,3,3,East,2,Connecticut,71,11,Southern Illinois,59
2002,3,4,Midwest,1,Kansas,73,4,Illinois,69
2002,3,4,Midwest,2,Oregon,72,6,Texas,70
2002,4,1,South,5,Indiana,81,10,Kent St,69
2002,4,2,West,12,Missouri,75,2,Oklahoma,81
2002,4,3,East,1,Maryland,90,2,Connecticut,82
2002,4,4,Midwest,1,Kansas,104,2,Oregon,86
2002,5,1,Final Four,5,Indiana,73,2,Oklahoma,64
2002,5,2,Final Four,1,Maryland,97,1,Kansas,88
2002,6,1,Championship,5,Indiana,52,1,Maryland,64
2003,1,1,Midwest,1,Kentucky,95,16,IUPUI,64
2003,1,1,Midwest,2,Pittsburgh,87,15,Wagner,61
2003,1,1,Midwest,3,Marquette,72,14,Holy Cross,68
2003,1,1,Midwest,4,Dayton,71,13,Tulsa,84
2003,1,1,Midwest,5,Wisconsin,81,12,Weber St,74
2003,1,1,Midwest,6,Missouri,72,11,Southern Illinois,71
2003,1,1,Midwest,7,Indiana,67,10,Alabama,62
2003,1,1,Midwest,8,Oregon,58,9,Utah,60
2003,1,2,West,1,Arizona,80,16,Vermont,51
2003,1,2,West,2,Kansas,64,15,Utah St,61
2003,1,2,West,3,Duke,67,14,Colorado St,57
2003,1,2,West,4,Illinois,65,13,Western Kentucky,60
2003,1,2,West,5,Notre Dame,70,12,Wisconsin Milwaukee,69
2003,1,2,West,6,Creighton,73,11,Central Michigan,79
2003,1,2,West,7,Memphis,71,10,Arizona St,84
2003,1,2,West,8,Cincinnati,69,9,Gonzaga,74
2003,1,3,South,1,Texas,82,16,UNC Asheville,61
2003,1,3,South,2,Florida,85,15,Sam Houston St,55
2003,1,3,South,3,Xavier,71,14,Troy,59
2003,1,3,South,4,Stanford,77,13,San Diego,69
2003,1,3,South,5,Connecticut,58,12,BYU,53
2003,1,3,South,6,Maryland,75,11,UNC Wilmington,73
2003,1,3,South,7,Michigan St,79,10,Colorado,64
2003,1,3,South,8,LSU,56,9,Purdue,80
2003,1,4,East,1,Oklahoma,71,16,South Carolina St,54
2003,1,4,East,2,Wake Forest,76,15,East Tennessee St,73
2003,1,4,East,3,Syracuse,76,14,Manhattan,65
2003,1,4,East,4,Louisville,86,13,Austin Peay,64
2003,1,4,East,5,Mississippi St,46,12,Butler,47
2003,1,4,East,6,Oklahoma St,77,11,Pennsylvania,63
2003,1,4,East,7,St Josephs,63,10,Auburn,65
2003,1,4,East,8,California,76,9,NC State,74
2003,2,1,Midwest,1,Kentucky,74,9,Utah,54
2003,2,1,Midwest,2,Pittsburgh,74,7,Indiana,52
2003,2,1,Midwest,3,Marquette,101,6,Missouri,92
2003,2,1,Midwest,13,Tulsa,60,5,Wisconsin,61
2003,2,2,West,1,Arizona,96,9,Gonzaga,95
2003,2,2,West,2,Kansas,108,10,Arizona St,76
2003,2,2,West,3,Duke,86,11,Central Michigan,60
2003,2,2,West,4,Illinois,60,5,Notre Dame,68
2003,2,3,South,1,Texas,77,9,Purdue,67
2003,2,3,South,2,Florida,46,7,Michigan St,68
2003,2,3,South,3,Xavier,64,6,Maryland,77
2003,2,3,South,4,Stanford,74,5,Connecticut,85
2003,2,4,East,1,Oklahoma,74,8,California,65
2003,2,4,East,2,Wake Forest,62,10,Auburn,68
2003,2,4,East,3,Syracuse,68,6,Oklahoma St,56
2003,2,4,East,4,Louisville,71,12,Butler,79
2003,3,1,Midwest,1,Kentucky,63,5,Wisconsin,57
2003,3,1,Midwest,2,Pittsburgh,74,3,Marquette,77
2003,3,2,West,1,Arizona,88,5,Notre Dame,71
2003,3,2,West,2,Kansas,69,3,Duke,65
2003,3,3,South,1,Texas,82,5,Connecticut,78
2003,3,3,South,7,Michigan St,60,6,Maryland,58
2003,3,4,East,1,Oklahoma,65,12,Butler,54
2003,3,4,East,10,Auburn,78,3,Syracuse,79
2003,4,1,Midwest,1,Kentucky,69,3,Marquette,83
2003,4,2,West,1,Arizona,75,2,Kansas,78
2003,4,3,South,1,Texas,85,7,Michigan St,76
2003,4,4,East,1,Oklahoma,47,3,Syracuse,63
2003,5,1,Final Four,3,Marquette,61,2,Kansas,94
2003,5,2,Final Four,1,Texas,84,3,Syracuse,95
2003,6,1,Championship,2,Kansas,78,3,Syracuse,81
2004,1,1,Midwest,1,Kentucky,96,16,Florida A&M,76
2004,1,1,Midwest,2,Gonzaga,76,15,Valparaiso,49
2004,1,1,Midwest,3,Georgia Tech,65,14,Northern Iowa,60
2004,1,1,Midwest,4,Kansas,78,13,Illinois Chicago,53
2004,1,1,Midwest,5,Providence,58,12,Pacific,66
2004,1,1,Midwest,6,Boston College,58,11,Utah,51
2004,1,1,Midwest,7,Michigan St,66,10,Nevada,72
2004,1,1,Midwest,8,Washington,100,9,UAB,102
2004,1,2,East,1,St Josephs,82,16,Liberty,63
2004,1,2,East,2,Oklahoma St,75,15,Eastern Washington,56
2004,1,2,East,3,Pittsburgh,53,14,Central Florida,44
2004,1,2,East,4,Wake Forest,79,13,VCU,78
2004,1,2,East,5,Florida,60,12,Manhattan,75
2004,1,2,East,6,Wisconsin,76,11,Richmond,64
2004,1,2,East,7,Memphis,59,10,South Carolina,43
2004,1,2,East,8,Texas Tech,76,9,Charlotte,73
2004,1,3,South,1,Duke,96,16,Alabama St,61
2004,1,3,South,2,Mississippi St,85,15,Monmouth,52
2004,1,3,South,3,Texas,66,14,Princeton,49
2004,1,3,South,4,Cincinnati,80,13,East Tennessee St,77
2004,1,3,South,5,Illinois,72,12,Murray St,53
2004,1,3,South,6,North Carolina,63,11,Air Force,52
2004,1,3,South,7,Xavier,80,10,Louisville,70
2004,1,3,South,8,Seton Hall,80,9,Arizona,76
2004,1,4,West,1,Stanford,71,16,Texas San Antonio,45
2004,1,4,West,2,Connecticut,70,15,Vermont,53
2004,1,4,West,3,NC State,61,14,Louisiana Lafayette,52
2004,1,4,West,4,Maryland,86,13,UTEP,83
2004,1,4,West,5,Syracuse,80,12,BYU,75
2004,1,4,West,6,Vanderbilt,71,11,Western Michigan,58
2004,1,4,West,7,DePaul,76,10,Dayton,69
2004,1,4,West,8,Alabama,65,9,Southern Illinois,64
2004,2,1,Midwest,1,Kentucky,75,9,UAB,76
2004,2,1,Midwest,2,Gonzaga,72,10,Nevada,91
2004,2,1,Midwest,3,Georgia Tech,57,6,Boston College,54
2004,2,1,Midwest,4,Kansas,78,12,Pacific,63
2004,2,2,East,1,St Josephs,70,8,Texas Tech,65
2004,2,2,East,2,Oklahoma St,70,7,Memphis,53
2004,2,2,East,3,Pittsburgh,59,6,Wisconsin,55
2004,2,2,East,4,Wake Forest,84,12,Manhattan,80
2004,2,3,South,1,Duke,90,8,Seton Hall,62
2004,2,3,South,2,Mississippi St,74,7,Xavier,89
2004,2,3,South,3,Texas,78,6,North Carolina,75
2004,2,3,South,4,Cincinnati,68,5,Illinois,92
2004,2,4,West,1,Stanford,67,8,Alabama,70
2004,2,4,West,2,Connecticut,72,7,DePaul,55
2004,2,4,West,3,NC State,73,6,Vanderbilt,75
2004,2,4,West,4,Maryland,70,5,Syracuse,72
2004,3,1,Midwest,9,UAB,74,4,Kansas,100
2004,3,1,Midwest,10,Nevada,67,3,Georgia Tech,72
2004,3,2,East,1,St Josephs,84,4,Wake Forest,80
2004,3,2,East,2,Oklahoma St,63,3,Pittsburgh,51
2004,3,3,South,1,Duke,72,5,Illinois,62
2004,3,3,South,7,Xavier,79,3,Texas,71
2004,3,4,West,8,Alabama,80,5,Syracuse,71
2004,3,4,West,2,Connecticut,73,6,Vanderbilt,53
2004,4,1,Midwest,4,Kansas,71,3,Georgia Tech,79
2004,4,2,East,1,St Josephs,62,2,Oklahoma St,64
2004,4,3,South,1,Duke,66,7,Xavier,63
2004,4,4,West,8,Alabama,71,2,Connecticut,87
2004,5,1,Final Four,3,Georgia Tech,67,2,Oklahoma St,65
2004,5,2,Final Four,1,Duke,78,2,Connecticut,79
2004,6,1,Championship,3,Georgia Tech,73,2,Connecticut,82
2005,1,1,Midwest,1,Illinois,67,16,Fairleigh Dickinson,55
2005,1,1,Midwest,2,Oklahoma St,63,15,Southeastern Louisiana,50
2005,1,1,Midwest,3,Arizona,66,14,Utah St,53
2005,1,1,Midwest,4,Boston College,85,13,Pennsylvania,65
2005,1,1,Midwest,5,Alabama,73,12,Wisconsin Milwaukee,83
2005,1,1,Midwest,6,LSU,68,11,UAB,82
2005,1,1,Midwest,7,Southern Illinois,65,10,St Marys,56
2005,1,1,Midwest,8,Texas,57,9,Nevada,61
2005,1,2,West,1,Washington,88,16,Montana,77
2005,1,2,West,2,Wake Forest,70,15,Chattanooga,54
2005,1,2,West,3,Gonzaga,74,14,Winthrop,64
2005,1,2,West,4,Louisville,68,13,Louisiana Lafayette,62
2005,1,2,West,5,Georgia Tech,80,12,George Washington,68
2005,1,2,West,6,Texas Tech,78,11,UCLA,66
2005,1,2,West,7,West Virginia,63,10,Creighton,61
2005,1,2,West,8,Pacific,79,9,Pittsburgh,71
2005,1,3,East,1,North Carolina,96,16,Oakland,68
2005,1,3,East,2,Connecticut,77,15,Central Florida,71
2005,1,3,East,3,Kansas,63,14,Bucknell,64
2005,1,3,East,4,Florida,67,13,Ohio,62
2005,1,3,East,5,Villanova,55,12,New Mexico,47
2005,1,3,East,6,Wisconsin,57,11,Northern Iowa,52
2005,1,3,East,7,Charlotte,63,10,NC State,75
2005,1,3,East,8,Minnesota,53,9,Iowa St,64
2005,1,4,South,1,Duke,63,16,Delaware St,46
2005,1,4,South,2,Kentucky,72,15,Eastern Kentucky,64
2005,1,4,South,3,Oklahoma,84,14,Niagara,67
2005,1,4,South,4,Syracuse,57,13,Vermont,60
2005,1,4,South,5,Michigan St,89,12,Old Dominion,81
2005,1,4,South,6,Utah,60,11,UTEP,54
2005,1,4,South,7,Cincinnati,76,10,Iowa,64
2005,1,4,South,8,Stanford,70,9,Mississippi St,93
2005,2,1,Midwest,1,Illinois,71,9,Nevada,59
2005,2,1,Midwest,2,Oklahoma St,85,7,Southern Illinois,77
2005,2,1,Midwest,3,Arizona,85,11,UAB,63
2005,2,1,Midwest,4,Boston College,75,12,Wisconsin Milwaukee,83
2005,2,2,West,1,Washington,97,8,Pacific,79
2005,2,2,West,2,Wake Forest,105,7,West Virginia,111
2005,2,2,West,3,Gonzaga,69,6,Texas Tech,71
2005,2,2,West,4,Louisville,76,5,Georgia Tech,54
2005,2,3,East,1,North Carolina,92,9,Iowa St,65
2005,2,3,East,2,Connecticut,62,10,NC State,65
2005,2,3,East,14,Bucknell,62,6,Wisconsin,71
2005,2,3,East,4,Florida,65,5,Villanova,76
2005,2,4,South,1,Duke,63,9,Mississippi St,55
2005,2,4,South,2,Kentucky,69,7,Cincinnati,60
2005,2,4,South,3,Oklahoma,58,6,Utah,67
2005,2,4,South,13,Vermont,61,5,Michigan St,72
2005,3,1,Midwest,1,Illinois,77,12,Wisconsin Milwaukee,63
2005,3,1,Midwest,2,Oklahoma St,78,3,Arizona,79
2005,3,2,West,1,Washington,79,4,Louisville,93
2005,3,2,West,7,West Virginia,65,6,Texas Tech,60
2005,3,3,East,1,North Carolina,67,5,Villanova,66
2005,3,3,East,10,NC State,56,6,Wisconsin,65
2005,3,4,South,1,Duke,68,5,Michigan St,78
2005,3,4,South,2,Kentucky,62,6,Utah,52
2005,4,1,Midwest,1,Illinois,90,3,Arizona,89
2005,4,2,West,4,Louisville,93,7,West Virginia,85
2005,4,3,East,1,North Carolina,88,6,Wisconsin,82
2005,4,4,South,5,Michigan St,94,2,Kentucky,88
2005,5,1,Final Four,1,Illinois,72,4,Louisville,57
2005,5,2,Final Four,1,North Carolina,87,5,Michigan St,71
2005,6,1,Championship,1,Illinois,70,1,North Carolina,75
2006,1,1,South,1,Duke,70,16,Southern,54
2006,1,1,South,2,Texas,60,15,Pennsylvania,52
2006,1,1,South,3,Iowa,63,14,Northwestern St,64
2006,1,1,South,4,LSU,80,13,Iona,64
2006,1,1,South,5,Syracuse,58,12,Texas A&M,66
2006,1,1,South,6,West Virginia,64,11,Southern Illinois,46
2006,1,1,South,7,California,52,10,NC State,58
2006,1,1,South,8,George Washington,88,9,UNC Wilmington,85
2006,1,2,West,1,Memphis,94,16,Oral Roberts,78
2006,1,2,West,2,UCLA,78,15,Belmont,44
2006,1,2,West,3,Gonzaga,79,14,Xavier,75
2006,1,2,West,4,Kansas,73,13,Bradley,77
2006,1,2,West,5,Pittsburgh,79,12,Kent St,64
2006,1,2,West,6,Indiana,87,11,San Diego St,83
2006,1,2,West,7,Marquette,85,10,Alabama,90
2006,1,2,West,8,Arkansas,55,9,Bucknell,59
2006,1,3,East,1,Connecticut,72,16,Albany,59
2006,1,3,East,2,Tennessee,63,15,Winthrop,61
2006,1,3,East,3,North Carolina,69,14,Murray St,65
2006,1,3,East,4,Illinois,78,13,Air Force,69
2006,1,3,East,5,Washington,75,12,Utah St,61
2006,1,3,East,6,Michigan St,65,11,George Mason,75
2006,1,3,East,7,Wichita St,86,10,Seton Hall,66
2006,1,3,East,8,Kentucky,69,9,UAB,64
2006,1,4,Midwest,1,Villanova,58,16,Monmouth,45
2006,1,4,Midwest,2,Ohio St,70,15,Davidson,62
2006,1,4,Midwest,3,Florida,76,14,South Alabama,50
2006,1,4,Midwest,4,Boston College,88,13,Pacific,76
2006,1,4,Midwest,5,Nevada,79,12,Montana,87
2006,1,4,Midwest,6,Oklahoma,74,11,Wisconsin Milwaukee,82
2006,1,4,Midwest,7,Georgetown,54,10,Northern Iowa,49
2006,1,4,Midwest,8,Arizona,94,9,Wisconsin,75
2006,2,1,South,1,Duke,74,8,George Washington,61
2006,2,1,South,2,Texas,75,10,NC State,54
2006,2,1,South,14,Northwestern St,54,6,West Virginia,67
2006,2,1,South,4,LSU,58,12,Texas A&M,57
2006,2,2,West,1,Memphis,72,9,Bucknell,56
2006,2,2,West,2,UCLA,62,10,Alabama,59
2006,2,2,West,3,Gonzaga,90,6,Indiana,80
2006,2,2,West,13,Bradley,72,5,Pittsburgh,66
2006,2,3,East,1,Connecticut,87,8,Kentucky,83
2006,2,3,East,2,Tennessee,73,7,Wichita St,80
2006,2,3,East,3,North Carolina,60,11,George Mason,65
2006,2,3,East,4,Illinois,64,5,Washington,67
2006,2,4,Midwest,1,Villanova,82,8,Arizona,78
2006,2,4,Midwest,2,Ohio St,52,7,Georgetown,70
2006,2,4,Midwest,3,Florida,82,11,Wisconsin Milwaukee,60
2006,2,4,Midwest,4,Boston College,69,12,Montana,56
2006,3,1,South,1,Duke,54,4,LSU,62
2006,3,1,South,2,Texas,74,6,West Virginia,71
2006,3,2,West,1,Memphis,80,13,Bradley,64
2006,3,2,West,2,UCLA,73,3,Gonzaga,71
2006,3,3,East,1,Connecticut,98,5,Washington,92
2006,3,3,East,7,Wichita St,55,11,George Mason,63
2006,3,4,Midwest,1,Villanova,60,4,Boston College,59
2006,3,4,Midwest,7,Georgetown,53,3,Florida,57
2006,4,1,South,4,LSU,70,2,Texas,60
2006,4,2,West,1,Memphis,45,2,UCLA,50
2006,4,3,East,1,Connecticut,84,11,George Mason,86
2006,4,4,Midwest,1,Villanova,62,3,Florida,75
2006,5,1,Final Four,4,LSU,45,2,UCLA,59
2006,5,2,Final Four,11,George Mason,58,3,Florida,73
2006,6,1,Championship,2,UCLA,57,3,Florida,73
2007,1,1,Midwest,1,Florida,112,16,Jackson St,69
2007,1,1,Midwest,2,Wisconsin,76,15,Texas A&M Corpus Christi,63
2007,1,1,Midwest,3,Oregon,58,14,Miami Ohio,56
2007,1,1,Midwest,4,Maryland,82,13,Davidson,70
2007,1,1,Midwest,5,Butler,57,12,Old Dominion,46
2007,1,1,Midwest,6,Notre Dame,64,11,Winthrop,74
2007,1,1,Midwest,7,UNLV,67,10,Georgia Tech,63
2007,1,1,Midwest,8,Arizona,63,9,Purdue,72
2007,1,2,West,1,Kansas,107,16,Niagara,67
2007,1,2,West,2,UCLA,70,15,Weber St,42
2007,1,2,West,3,Pittsburgh,79,14,Wright St,58
2007,1,2,West,4,Southern Illinois,61,13,Holy Cross,51
2007,1,2,West,5,Virginia Tech,54,12,Illinois,52
2007,1,2,West,6,Duke,77,11,VCU,79
2007,1,2,West,7,Indiana,70,10,Gonzaga,57
2007,1,2,West,8,Kentucky,67,9,Villanova,58
2007,1,3,East,1,North Carolina,85,16,Eastern Kentucky,65
2007,1,3,East,2,Georgetown,80,15,Belmont,55
2007,1,3,East,3,Washington St,70,14,Oral Roberts,54
2007,1,3,East,4,Texas,79,13,New Mexico St,67
2007,1,3,East,5,USC,77,12,Arkansas,60
2007,1,3,East,6,Vanderbilt,77,11,George Washington,44
2007,1,3,East,7,Boston College,84,10,Texas Tech,75
2007,1,3,East,8,Marquette,49,9,Michigan St,61
2007,1,4,South,1,Ohio St,78,16,Central Connecticut St,57
2007,1,4,South,2,Memphis,73,15,North Texas,58
2007,1,4,South,3,Texas A&M,68,14,Pennsylvania,52
2007,1,4,South,4,Virginia,84,13,Albany,57
2007,1,4,South,5,Tennessee,121,12,Long Beach St,86
2007,1,4,South,6,Louisville,78,11,Stanford,58
2007,1,4,South,7,Nevada,77,10,Creighton,71
2007,1,4,South,8,BYU,77,9,Xavier,79
2007,2,1,Midwest,1,Florida,74,9,Purdue,67
2007,2,1,Midwest,2,Wisconsin,68,7,UNLV,74
2007,2,1,Midwest,3,Oregon,75,11,Winthrop,61
2007,2,1,Midwest,4,Maryland,59,5,Butler,62
2007,2,2,West,1,Kansas,88,8,Kentucky,76
2007,2,2,West,2,UCLA,54,7,Indiana,49
2007,2,2,West,3,Pittsburgh,84,11,VCU,79
2007,2,2,West,4,Southern Illinois,63,5,Virginia Tech,48
2007,2,3,East,1,North Carolina,81,9,Michigan St,67
2007,2,3,East,2,Georgetown,62,7,Boston College,55
2007,2,3,East,3,Washington St,74,6,Vanderbilt,78
2007,2,3,East,4,Texas,68,5,USC,87
2007,2,4,South,1,Ohio St,78,9,Xavier,71
2007,2,4,South,2,Memphis,78,7,Nevada,62
2007,2,4,South,3,Texas A&M,72,6,Louisville,69
2007,2,4,South,4,Virginia,74,5,Tennessee,77
2007,3,1,Midwest,1,Florida,65,5,Butler,57
2007,3,1,Midwest,7,UNLV,72,3,Oregon,76
2007,3,2,West,1,Kansas,61,4,Southern Illinois,58
2007,3,2,West,2,UCLA,64,3,Pittsburgh,55
2007,3,3,East,1,North Carolina,74,5,USC,64
2007,3,3,East,2,Georgetown,66,6,Vanderbilt,65
2007,3,4,South,1,Ohio St,85,5,Tennessee,84
2007,3,4,South,2,Memphis,65,3,Texas A&M,64
2007,4,1,Midwest,1,Florida,85,3,Oregon,77
2007,4,2,West,1,Kansas,55,2,UCLA,68
2007,4,3,East,1,North Carolina,84,2,Georgetown,96
2007,4,4,South,1,Ohio St,92,2,Memphis,76
2007,5,1,Final Four,1,Florida,76,2,UCLA,66
2007,5,2,Final Four,2,Georgetown,60,1,Ohio St,67
2007,6,1,Championship,1,Florida,84,1,Ohio St,75
2008,1,1,East,1,North Carolina,113,16,Mount St Marys,74
2008,1,1,East,2,Tennessee,72,15,American,57
2008,1,1,East,3,Louisville,79,14,Boise St,61
2008,1,1,East,4,Washington St,71,13,Winthrop,40
2008,1,1,East,5,Notre Dame,68,12,George Mason,50
2008,1,1,East,6,Oklahoma,72,11,St Josephs,64
2008,1,1,East,7,Butler,81,10,South Alabama,61
2008,1,1,East,8,Indiana,72,9,Arkansas,86
2008,1,2,Midwest,1,Kansas,85,16,Portland St,61
2008,1,2,Midwest,2,Georgetown,66,15,UMBC,47
2008,1,2,Midwest,3,Wisconsin,71,14,Cal St Fullerton,56
2008,1,2,Midwest,4,Vanderbilt,62,13,Siena,83
2008,1,2,Midwest,5,Clemson,69,12,Villanova,75
2008,1,2,Midwest,6,USC,67,11,Kansas St,80
2008,1,2,Midwest,7,Gonzaga,76,10,Davidson,82
2008,1,2,Midwest,8,UNLV,71,9,Kent St,58
2008,1,3,South,1,Memphis,87,16,Texas Arlington,63
2008,1,3,South,2,Texas,74,15,Austin Peay,54
2008,1,3,South,3,Stanford,77,14,Cornell,53
2008,1,3,South,4,Pittsburgh,82,13,Oral Roberts,63
2008,1,3,South,5,Michigan St,72,12,Temple,61
2008,1,3,South,6,Marquette,74,11,Kentucky,66
2008,1,3,South,7,Miami,78,10,St Marys,64
2008,1,3,South,8,Mississippi St,76,9,Oregon,69
2008,1,4,West,1,UCLA,70,16,Mississippi Valley St,29
2008,1,4,West,2,Duke,71,15,Belmont,70
2008,1,4,West,3,Xavier,73,14,Georgia,61
2008,1,4,West,4,Connecticut,69,13,San Diego,70
2008,1,4,West,5,Drake,99,12,Western Kentucky,101
2008,1,4,West,6,Purdue,90,11,Baylor,79
2008,1,4,West,7,West Virginia,75,10,Arizona,65
2008,1,4,West,8,BYU,62,9,Texas A&M,67
2008,2,1,East,1,North Carolina,108,9,Arkansas,77
2008,2,1,East,2,Tennessee,76,7,Butler,71
2008,2,1,East,3,Louisville,78,6,Oklahoma,48
2008,2,1,East,4,Washington St,61,5,Notre Dame,41
2008,2,2,Midwest,1,Kansas,75,8,UNLV,56
2008,2,2,Midwest,2,Georgetown,70,10,Davidson,74
2008,2,2,Midwest,3,Wisconsin,72,11,Kansas St,55
2008,2,2,Midwest,13,Siena,72,12,Villanova,84
2008,2,3,South,1,Memphis,77,8,Mississippi St,74
2008,2,3,South,2,Texas,75,7,Miami,72
2008,2,3,South,3,Stanford,82,6,Marquette,81
2008,2,3,South,4,Pittsburgh,54,5,Michigan St,65
2008,2,4,West,1,UCLA,51,9,Texas A&M,49
2008,2,4,West,2,Duke,67,7,West Virginia,73
2008,2,4,West,3,Xavier,85,6,Purdue,78
2008,2,4,West,13,San Diego,63,12,Western Kentucky,72
2008,3,1,East,1,North Carolina,68,4,Washington St,47
2008,3,1,East,2,Tennessee,60,3,Louisville,79
2008,3,2,Midwest,1,Kansas,72,12,Villanova,57
2008,3,2,Midwest,10,Davidson,73,3,Wisconsin,56
2008,3,3,South,1,Memphis,92,5,Michigan St,74
2008,3,3,South,2,Texas,82,3,Stanford,62
2008,3,4,West,1,UCLA,88,12,Western Kentucky,78
2008,3,4,West,7,West Virginia,75,3,Xavier,79
2008,4,1,East,1,North Carolina,83,3,Louisville,73
